"Project-Roll-Frame","Date","Publisher","Scale","sortOrder","Physical Item Location","Rights","County#1","State#1","1:24000 USGS Topo Quad Name#1#1","1:24000 USGS Topo Quad Name Authority#1#1","1:24000 USGS Topo Quad Name#1#10","1:24000 USGS Topo Quad Name Authority#1#10","1:24000 USGS Topo Quad Name#1#11","1:24000 USGS Topo Quad Name Authority#1#11","1:24000 USGS Topo Quad Name#1#12","1:24000 USGS Topo Quad Name Authority#1#12","1:24000 USGS Topo Quad Name#1#13","1:24000 USGS Topo Quad Name Authority#1#13","1:24000 USGS Topo Quad Name#1#14","1:24000 USGS Topo Quad Name Authority#1#14","1:24000 USGS Topo Quad Name#1#15","1:24000 USGS Topo Quad Name Authority#1#15","1:24000 USGS Topo Quad Name#1#16","1:24000 USGS Topo Quad Name Authority#1#16","1:24000 USGS Topo Quad Name#1#2","1:24000 USGS Topo Quad Name Authority#1#2","1:24000 USGS Topo Quad Name#1#3","1:24000 USGS Topo Quad Name Authority#1#3","1:24000 USGS Topo Quad Name#1#4","1:24000 USGS Topo Quad Name Authority#1#4","1:24000 USGS Topo Quad Name#1#5","1:24000 USGS Topo Quad Name Authority#1#5","1:24000 USGS Topo Quad Name#1#6","1:24000 USGS Topo Quad Name Authority#1#6","1:24000 USGS Topo Quad Name#1#7","1:24000 USGS Topo Quad Name Authority#1#7","1:24000 USGS Topo Quad Name#1#8","1:24000 USGS Topo Quad Name Authority#1#8","1:24000 USGS Topo Quad Name#1#9","1:24000 USGS Topo Quad Name Authority#1#9","Landmark#1#1","Landmark Authority#1#1","County#2","State#2","1:24000 USGS Topo Quad Name#2#1","1:24000 USGS Topo Quad Name Authority#2#1","1:24000 USGS Topo Quad Name#2#2","1:24000 USGS Topo Quad Name Authority#2#2","1:24000 USGS Topo Quad Name#2#3","1:24000 USGS Topo Quad Name Authority#2#3","1:24000 USGS Topo Quad Name#2#4","1:24000 USGS Topo Quad Name Authority#2#4","Landmark#2#1","Landmark Authority#2#1","County#3","State#3","1:24000 USGS Topo Quad Name#3#1","1:24000 USGS Topo Quad Name Authority#3#1","1:24000 USGS Topo Quad Name#3#2","1:24000 USGS Topo Quad Name Authority#3#2","1:24000 USGS Topo Quad Name#3#3","1:24000 USGS Topo Quad Name Authority#3#3","County#4","State#4","1:24000 USGS Topo Quad Name#4#1","1:24000 USGS Topo Quad Name Authority#4#1","Center Point Latitude#1","Center Point Longitude#1","ln_RECORDID","lnexp_MEDIAFILENAME"
"BOW 13-69A","10/26/1938","United States Forest Service","1:20,000","13069","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Sand Creek Pass","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Bull Run Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 59 04","-105 47 18","35433","BOW013069A.jpg"
"BOW 14-1","10/26/1938","United States Forest Service","1:20,000","14001","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Comanche Peak","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Cascade Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 32 10","-105 43 59","35436","BOW014001.jpg"
"BOW 14-2","10/26/1938","United States Forest Service","1:20,000","14002","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Comanche Peak","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Cascade Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 31 42","-105 44 12","35441","BOW014002.jpg"
"BOW 14-3A","03/26/1938","United States Forest Service","1:20,000","14003","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Eaton Reservoir","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sand Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 58 42","-105 44 48","35448","BOW014003A.jpg"
"BOW 14-3","10/26/1938","United States Forest Service","1:20,000","14003","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Comanche Peak","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Hague Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 31 06","-105 44 05","35444","BOW014003.jpg"
"BOW 14-4","10/26/1938","United States Forest Service","1:20,000","14004","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Comanche Peak","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Cache la Poudre River","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 30 23","-105 44 22","35452","BOW014004.jpg"
"BOW 14-5A","03/26/1938","United States Forest Service","1:20,000","14005","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Eaton Reservoir","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Owl Spring","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 57 20","-105 44 29","35459","BOW014005A.jpg"
"BOW 14-5","10/26/1938","United States Forest Service","1:20,000","14005","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Trail Ridge","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Cache la Poudre River","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 29 39","-105 44 09","35455","BOW014005.jpg"
"BOW 14-7A","03/26/1938","United States Forest Service","1:20,000","14007","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Eaton Reservoir","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sheep Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 56 03","-105 44 20","35466","BOW014007A.jpg"
"BOW 14-7","10/26/1938","United States Forest Service","1:20,000","14007","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Trail Ridge","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Cache la Poudre River","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 28 35","-105 44 13","35463","BOW014007.jpg"
"BOW 14-9A","03/26/1938","United States Forest Service","1:20,000","14009","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Eaton Reservoir","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sheep Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 54 46","-105 44 21","35473","BOW014009A.jpg"
"BOW 14-9","10/26/1938","United States Forest Service","1:20,000","14009","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Trail Ridge","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Chapin Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 27 20","-105 44 18","35469","BOW014009.jpg"
"BOW 14-11A","03/26/1938","United States Forest Service","1:20,000","14011","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Eaton Reservoir","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Cow Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 53 23","-105 44 33","35480","BOW014011A.jpg"
"BOW 14-11","10/26/1938","United States Forest Service","1:20,000","14011","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Trail Ridge","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Marmot Point","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 26 01","-105 44 05","35476","BOW014011.jpg"
"BOW 14-13A","03/26/1938","United States Forest Service","1:20,000","14013","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","South Bald Mountain","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Panhandle Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 52 02","-105 44 27","35487","BOW014013A.jpg"
"BOW 14-13","10/26/1938","United States Forest Service","1:20,000","14013","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Trail Ridge","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Iceberg Pass","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 25 10","-105 44 36","35483","BOW014013.jpg"
"BOW 14-15A","03/26/1938","United States Forest Service","1:20,000","14015","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","South Bald Mountain","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Little Bald Mountain","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 51 07","-105 44 41","35495","BOW014015A.jpg"
"BOW 14-15","10/26/1938","United States Forest Service","1:20,000","14015","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Trail Ridge","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Big Thompson River","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 24 08","-105 44 55","35492","BOW014015.jpg"
"BOW 14-17A","03/26/1938","United States Forest Service","1:20,000","14017","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","South Bald Mountain","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Panhandle Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 49 46","-105 44 08","35502","BOW014017A.jpg"
"BOW 14-17","10/26/1938","United States Forest Service","1:20,000","14017","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Trail Ridge","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Inkwell Lake","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 22 55","-105 44 58","35499","BOW014017.jpg"
"BOW 14-19A","03/26/1938","United States Forest Service","1:20,000","14019","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","South Bald Mountain","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Killpecker Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 48 26","-105 44 22","35510","BOW014019A.jpg"
"BOW 14-19","10/26/1938","United States Forest Service","1:20,000","14019","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","McHenrys Peak","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Hayden Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 21 59","-105 44 56","35505","BOW014019.jpg"
"BOW 14-21A","03/26/1938","United States Forest Service","1:20,000","14021","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","South Bald Mountain","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Killpecker Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 47 14","-105 44 10","35516","BOW014021A.jpg"
"BOW 14-21","10/26/1938","United States Forest Service","1:20,000","14021","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","McHenrys Peak","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Hayden Lake","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 21 05","-105 44 58","35513","BOW014021.jpg"
"BOW 14-23A","03/26/1938","United States Forest Service","1:20,000","14023","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","South Bald Mountain","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Middle Bald Mountain","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 46 07","-105 44 00","35523","BOW014023A.jpg"
"BOW 14-23","10/26/1938","United States Forest Service","1:20,000","14023","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Grand","Colorado","McHenrys Peak","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Tonahutu Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 19 47","-105 44 42","35520","BOW014023.jpg"
"BOW 14-25A","03/26/1938","United States Forest Service","1:20,000","14025","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Kinikinik","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Lost Fork","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 44 52","-105 43 58","35529","BOW014025A.jpg"
"BOW 14-25","10/26/1938","United States Forest Service","1:20,000","14025","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Grand","Colorado","McHenrys Peak","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Murphy Lake","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 18 45","-105 44 30","35526","BOW014025.jpg"
"BOW 14-27A","03/26/1938","United States Forest Service","1:20,000","14027","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Kinikinik","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","East Fork Roaring Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 43 49","-105 43 50","35537","BOW014027A.jpg"
"BOW 14.27","10/26/1938","United States Forest Service","1:20,000","14027","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Grand","Colorado","McHenrys Peak","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","North Inlet","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 17 49","-105 44 31","35534","BOW014027.jpg"
"BOW 14-29A","03/26/1938","United States Forest Service","1:20,000","14029","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Kinikinik","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Cache la Poudre River","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 42 18","-105 43 32","35544","BOW014029A.jpg"
"BOW 14-29","10/26/1938","United States Forest Service","1:20,000","14029","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Grand","Colorado","McHenrys Peak","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Pettingell Lake","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 16 40","-105 44 25","35541","BOW014029.jpg"
"BOW 14-31A","03/26/1938","United States Forest Service","1:20,000","14031","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Kinikinik","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sheep Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 41 16","-105 43 40","35551","BOW014031A.jpg"
"BOW 14-31","10/26/1938","United States Forest Service","1:20,000","14031","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Grand","Colorado","McHenrys Peak","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Ptarmigan Mountain","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 15 27","-105 44 07","35547","BOW014031.jpg"
"BOW 14-33A","03/26/1938","United States Forest Service","1:20,000","14033","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Kinikinik","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sheep Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 40 11","-105 43 32","35558","BOW014033A.jpg"
"BOW 14-33","10/26/1938","United States Forest Service","1:20,000","14033","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Grand","Colorado","Isolation Peak","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","East Inlet","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 14 11","-105 44 31","35554","BOW014033.jpg"
"BOW 14-35A","03/26/1938","United States Forest Service","1:20,000","14035","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Kinikinik","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","East Fork Sheep Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 38 43","-105 43 46","35565","BOW014035A.jpg"
"BOW 14-35","10/26/1938","United States Forest Service","1:20,000","14035","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Grand","Colorado","Isolation Peak","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Paradise Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 12 53","-105 44 24","35561","BOW014035.jpg"
"BOW 14-37A","03/26/1938","United States Forest Service","1:20,000","14037","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Kinikinik","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","East Fork Sheep Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 37 41","-105 43 43","35572","BOW014037A.jpg"
"BOW 14-37","10/26/1938","United States Forest Service","1:20,000","14037","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Grand","Colorado","Isolation Peak","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Paradise Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 11 48","-105 44 29","35569","BOW014037.jpg"
"BOW 14-39A","03/26/1938","United States Forest Service","1:20,000","14039","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Comanche Peak","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","West Fork Sheep Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 36 22","-105 43 55","35578","BOW014039A.jpg"
"BOW 14-39","10/26/1938","United States Forest Service","1:20,000","14039","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Grand","Colorado","Isolation Peak","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Columbine Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 10 50","-105 44 49","35575","BOW014039.jpg"
"BOW 14-41A","03/26/1938","United States Forest Service","1:20,000","14041","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Comanche Peak","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","May Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 35 20","-105 44 03","35586","BOW014041A.jpg"
"BOW 14-41","10/26/1938","United States Forest Service","1:20,000","14041","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Grand","Colorado","Isolation Peak","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Twin Peaks","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 09 40","-105 44 29","35582","BOW014041.jpg"
"BOW 14-43A","03/26/1938","United States Forest Service","1:20,000","14043","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Comanche Peak","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Willow Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 34 09","-105 44 03","35593","BOW014043A.jpg"
"BOW 14-43","10/26/1938","United States Forest Service","1:20,000","14043","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Grand","Colorado","Isolation Peak","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Grouse Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 08 27","-105 44 03","35589","BOW014043.jpg"
"BOW 14-45A","03/26/1938","United States Forest Service","1:20,000","14045","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Comanche Peak","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Willow Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 32 59","-105 44 12","35601","BOW014045A.jpg"
"BOW 14-45","10/26/1938","United States Forest Service","1:20,000","14045","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Grand","Colorado","Monarch Lake","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Hell Canyon","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 07 12","-105 43 32","35596","BOW014045.jpg"
"BOW 14-47","10/26/1938","United States Forest Service","1:20,000","14047","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Grand","Colorado","Monarch Lake","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Arapaho Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 05 38","-105 43 25","35604","BOW014047.jpg"
"BOW 14-49","10/26/1938","United States Forest Service","1:20,000","14049","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Grand","Colorado","Monarch Lake","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Arapaho Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 04 28","-105 43 13","35608","BOW014049.jpg"
"BOW 14-51","10/26/1938","United States Forest Service","1:20,000","14051","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Grand","Colorado","Monarch Lake","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Arapaho Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 03 12","-105 42 48","35611","BOW014051.jpg"
"BOW 14-53","10/26/1938","United States Forest Service","1:20,000","14053","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Grand","Colorado","Monarch Lake","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Meadow Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 01 46","-105 42 46","35614","BOW014053.jpg"
"BOW 14-55","10/26/1938","United States Forest Service","1:20,000","14055","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Grand","Colorado","Monarch Lake","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Hamilton Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 00 37","-105 42 48","35617","BOW014055.jpg"
"BOW 14-57","10/26/1938","United States Forest Service","1:20,000","14057","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Grand","Colorado","East Portal","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Cabin Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","39 59 22","-105 42 19","35620","BOW014057.jpg"
"BOW 14-59","10/26/1938","United States Forest Service","1:20,000","14059","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Grand","Colorado","East Portal","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","North Fork Ranch Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","39 58 08","-105 42 13","35624","BOW014059.jpg"
"BOW 14-61","10/26/1938","United States Forest Service","1:20,000","14061","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Grand","Colorado","East Portal","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Corona Lake","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","39 56 48","-105 42 16","35628","BOW014061.jpg"
"BOW 14-63","10/26/1938","United States Forest Service","1:20,000","14063","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Grand","Colorado","East Portal","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Ranch Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","39 55 33","-105 42 31","35632","BOW014063.jpg"
"BOW 14-67","10/26/1938","United States Forest Service","1:20,000","14067","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Grand","Colorado","East Portal","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","South Fork Ranch Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","39 53 14","-105 42 36","35635","BOW014067.jpg"
"BOW 14-69","10/26/1938","United States Forest Service","1:20,000","14069","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Grand","Colorado","Empire","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Jim Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","39 51 46","-105 42 34","35639","BOW014069.jpg"
"BOW 14-71","10/26/1938","United States Forest Service","1:20,000","14071","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Grand","Colorado","Empire","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Parry Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","39 50 10","-105 42 52","35644","BOW014071.jpg"
"BOW 15-1","10/26/1938","United States Forest Service","1:20,000","15001","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Clear Creek","Colorado","Empire","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Moore Lake","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","39 47 47","-105 42 36","35648","BOW015001.jpg"
